timestamp,gesture,frame_idx,camera_name
2025-12-08T15:56:07,RIGHT_RAISED,204,usb_cam
2025-12-08T15:56:18,LEFT_RAISED,375,usb_cam
2025-12-08T15:56:19,LEFT_RAISED,383,usb_cam
2025-12-08T15:56:19,LEFT_RAISED,392,usb_cam
2025-12-08T15:56:20,LEFT_RAISED,400,usb_cam
2025-12-08T15:56:20,LEFT_RAISED,408,usb_cam
